ID,Economy,Code,Region,Income_group,WBL_Report_Year,WBL_INDEX,MOBILITY,passport,travel_outside_country,travel_outside_home,choose__live,WORKPLACE,get__job,prohibit_discrimination__employment,sexual_harassment_employment,penalties_sexual_harassment_employment,PAY,equal_remuneration,work__night,_jobs_deemed_dangerous,work_ndustries,MARRIAGE,woman_obey__husband,head_family,domestic_violence,divorce,remarry,PARENTHOOD,paid_available_mothers,maternity_benefits,paid__fathers,paid_parental,pregnant_workers_prohibited,ENTREPRENEURSHIP,sign_contract,register_business,bank_account,prohibit_discrimination_credit,ASSETS,ownership_immovable_property,equal_inherit,spouses_equal_inherit,spouses_equal_administrative,nonmonetary_contributions,PENSION,pension_benefits_equal,partial_pension_benefits,mandatory_retirement,_childcare_pension_benefits
PRT1976,Portugal,PRT,High income: OECD,High income,1976,39.4,50,false,true,true,false,0,false,false,false,false,50,false,true,true,false,40,true,false,false,true,false,40,false,true,false,false,true,0,false,false,false,false,60,false,true,true,false,true,75,true,true,true,false
PRT1977,Portugal,PRT,High income: OECD,High income,1977,39.4,50,false,true,true,false,0,false,false,false,false,50,false,true,true,false,40,true,false,false,true,false,40,false,true,false,false,true,0,false,false,false,false,60,false,true,true,false,true,75,true,true,true,false
PRT1978,Portugal,PRT,High income: OECD,High income,1978,39.4,50,false,true,true,false,0,false,false,false,false,50,false,true,true,false,40,true,false,false,true,false,40,false,true,false,false,true,0,false,false,false,false,60,false,true,true,false,true,75,true,true,true,false
AGO1971,Angola,AGO,Sub-Saharan Africa,Lower middle income,1971,30.6,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,0,false,false,false,false,false,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1972,Angola,AGO,Sub-Saharan Africa,Lower middle income,1972,30.6,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,0,false,false,false,false,false,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1973,Angola,AGO,Sub-Saharan Africa,Lower middle income,1973,30.6,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,0,false,false,false,false,false,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1974,Angola,AGO,Sub-Saharan Africa,Lower middle income,1974,30.6,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,0,false,false,false,false,false,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1975,Angola,AGO,Sub-Saharan Africa,Lower middle income,1975,30.6,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,0,false,false,false,false,false,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1976,Angola,AGO,Sub-Saharan Africa,Lower middle income,1976,30.6,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,0,false,false,false,false,false,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1977,Angola,AGO,Sub-Saharan Africa,Lower middle income,1977,30.6,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,0,false,false,false,false,false,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1978,Angola,AGO,Sub-Saharan Africa,Lower middle income,1978,30.6,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,0,false,false,false,false,false,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1979,Angola,AGO,Sub-Saharan Africa,Lower middle income,1979,30.6,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,0,false,false,false,false,false,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1980,Angola,AGO,Sub-Saharan Africa,Lower middle income,1980,30.6,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,0,false,false,false,false,false,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1981,Angola,AGO,Sub-Saharan Africa,Lower middle income,1981,30.6,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,0,false,false,false,false,false,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1982,Angola,AGO,Sub-Saharan Africa,Lower middle income,1982,30.6,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,0,false,false,false,false,false,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1983,Angola,AGO,Sub-Saharan Africa,Lower middle income,1983,33.1,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,20,false,false,false,false,true,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1984,Angola,AGO,Sub-Saharan Africa,Lower middle income,1984,33.1,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,20,false,false,false,false,true,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1985,Angola,AGO,Sub-Saharan Africa,Lower middle income,1985,33.1,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,20,false,false,false,false,true,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1986,Angola,AGO,Sub-Saharan Africa,Lower middle income,1986,33.1,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,20,false,false,false,false,true,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1987,Angola,AGO,Sub-Saharan Africa,Lower middle income,1987,33.1,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,20,false,false,false,false,true,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
AGO1988,Angola,AGO,Sub-Saharan Africa,Lower middle income,1988,33.1,75,true,true,true,false,0,false,false,false,false,25,false,true,false,false,40,true,false,false,true,false,20,false,false,false,false,true,0,false,false,false,false,80,false,true,true,true,true,25,false,false,true,false
BEN1971,Benin,BEN,Sub-Saharan Africa,Low income,1971,28.1,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,0,false,false,false,false,false,25,false,false,true,false
BEN1972,Benin,BEN,Sub-Saharan Africa,Low income,1972,28.1,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,0,false,false,false,false,false,25,false,false,true,false
BEN1973,Benin,BEN,Sub-Saharan Africa,Low income,1973,28.1,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,0,false,false,false,false,false,25,false,false,true,false
BEN1974,Benin,BEN,Sub-Saharan Africa,Low income,1974,37.5,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1975,Benin,BEN,Sub-Saharan Africa,Low income,1975,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1976,Benin,BEN,Sub-Saharan Africa,Low income,1976,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1977,Benin,BEN,Sub-Saharan Africa,Low income,1977,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1978,Benin,BEN,Sub-Saharan Africa,Low income,1978,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1979,Benin,BEN,Sub-Saharan Africa,Low income,1979,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1980,Benin,BEN,Sub-Saharan Africa,Low income,1980,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1981,Benin,BEN,Sub-Saharan Africa,Low income,1981,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1982,Benin,BEN,Sub-Saharan Africa,Low income,1982,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1983,Benin,BEN,Sub-Saharan Africa,Low income,1983,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1984,Benin,BEN,Sub-Saharan Africa,Low income,1984,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1985,Benin,BEN,Sub-Saharan Africa,Low income,1985,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1986,Benin,BEN,Sub-Saharan Africa,Low income,1986,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1987,Benin,BEN,Sub-Saharan Africa,Low income,1987,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1988,Benin,BEN,Sub-Saharan Africa,Low income,1988,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1989,Benin,BEN,Sub-Saharan Africa,Low income,1989,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1990,Benin,BEN,Sub-Saharan Africa,Low income,1990,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1991,Benin,BEN,Sub-Saharan Africa,Low income,1991,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1992,Benin,BEN,Sub-Saharan Africa,Low income,1992,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1993,Benin,BEN,Sub-Saharan Africa,Low income,1993,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1994,Benin,BEN,Sub-Saharan Africa,Low income,1994,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1995,Benin,BEN,Sub-Saharan Africa,Low income,1995,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1996,Benin,BEN,Sub-Saharan Africa,Low income,1996,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1997,Benin,BEN,Sub-Saharan Africa,Low income,1997,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1998,Benin,BEN,Sub-Saharan Africa,Low income,1998,40,50,false,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN1999,Benin,BEN,Sub-Saharan Africa,Low income,1999,49.4,50,false,true,true,false,25,false,true,false,false,50,true,true,false,false,40,true,false,false,true,false,80,true,true,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN2000,Benin,BEN,Sub-Saharan Africa,Low income,2000,46.9,50,false,true,true,false,25,false,true,false,false,50,true,true,false,false,40,true,false,false,true,false,60,true,false,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN2001,Benin,BEN,Sub-Saharan Africa,Low income,2001,46.9,50,false,true,true,false,25,false,true,false,false,50,true,true,false,false,40,true,false,false,true,false,60,true,false,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN2002,Benin,BEN,Sub-Saharan Africa,Low income,2002,46.9,50,false,true,true,false,25,false,true,false,false,50,true,true,false,false,40,true,false,false,true,false,60,true,false,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN2003,Benin,BEN,Sub-Saharan Africa,Low income,2003,46.9,50,false,true,true,false,25,false,true,false,false,50,true,true,false,false,40,true,false,false,true,false,60,true,false,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN2004,Benin,BEN,Sub-Saharan Africa,Low income,2004,46.9,50,false,true,true,false,25,false,true,false,false,50,true,true,false,false,40,true,false,false,true,false,60,true,false,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BEN2005,Benin,BEN,Sub-Saharan Africa,Low income,2005,46.9,50,false,true,true,false,25,false,true,false,false,50,true,true,false,false,40,true,false,false,true,false,60,true,false,true,false,true,50,true,true,false,false,0,false,false,false,false,false,100,true,true,true,true
BFA1971,Burkina Faso,BFA,Sub-Saharan Africa,Low income,1971,48.1,75,true,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,60,false,true,true,false,true,100,true,true,true,true
BFA1972,Burkina Faso,BFA,Sub-Saharan Africa,Low income,1972,48.1,75,true,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,60,false,true,true,false,true,100,true,true,true,true
BFA1973,Burkina Faso,BFA,Sub-Saharan Africa,Low income,1973,48.1,75,true,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,60,false,true,true,false,true,100,true,true,true,true
BFA1974,Burkina Faso,BFA,Sub-Saharan Africa,Low income,1974,48.1,75,true,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,60,false,true,true,false,true,100,true,true,true,true
BFA1975,Burkina Faso,BFA,Sub-Saharan Africa,Low income,1975,48.1,75,true,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,60,false,true,true,false,true,100,true,true,true,true
BFA1976,Burkina Faso,BFA,Sub-Saharan Africa,Low income,1976,48.1,75,true,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,60,false,true,true,false,true,100,true,true,true,true
BFA1977,Burkina Faso,BFA,Sub-Saharan Africa,Low income,1977,48.1,75,true,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,60,false,true,true,false,true,100,true,true,true,true
BFA1978,Burkina Faso,BFA,Sub-Saharan Africa,Low income,1978,48.1,75,true,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,60,false,true,true,false,true,100,true,true,true,true
BFA1979,Burkina Faso,BFA,Sub-Saharan Africa,Low income,1979,48.1,75,true,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,60,false,true,true,false,true,100,true,true,true,true
BFA1980,Burkina Faso,BFA,Sub-Saharan Africa,Low income,1980,48.1,75,true,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,60,false,true,true,false,true,100,true,true,true,true
BFA1981,Burkina Faso,BFA,Sub-Saharan Africa,Low income,1981,48.1,75,true,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,60,false,true,true,false,true,100,true,true,true,true
BFA1982,Burkina Faso,BFA,Sub-Saharan Africa,Low income,1982,48.1,75,true,true,true,false,0,false,false,false,false,0,false,false,false,false,40,true,false,false,true,false,60,true,true,true,false,false,50,true,true,false,false,60,false,true,true,false,true,100,true,true,true,true
